t_ns,signal,voltage,value
22815000,SWDIO_SAMPLE_T,3.420,27.000
22820000,SWCLK,0.000,
22820000,SWDIO,0.000,
22825000,SWCLK,3.300,
22825000,SWDIO_SAMPLE_T,3.420,28.000
22830000,SWCLK,0.000,
22835000,SWCLK,3.300,
22835000,SWDIO_SAMPLE_T,3.420,29.000
22840000,SWCLK,0.000,
22840000,SWDIO,3.300,
22845000,SWCLK,3.300,
22845000,SWDIO_SAMPLE_T,3.420,30.000
22850000,SWCLK,0.000,
22850000,SWDIO,0.000,
22855000,SWCLK,3.300,
22855000,SWDIO_SAMPLE_T,3.420,31.000
22860000,SWCLK,0.000,
22860000,SWDIO,3.300,
22865000,SWCLK,3.300,
22865000,SWDIO_SAMPLE_T,3.420,32.000
22870000,SWCLK,0.000,
22870000,SWDIO,0.000,
22875000,SWCLK,3.300,
22875000,SWDIO_SAMPLE_T,3.420,33.000
22880000,SWCLK,0.000,
22880000,STEP_PHASE_Complete_Write,3.550,13.000
22880000,STEP_READ_THEN_WRITE_SELECT_OK,3.550,0.000
22880000,STEP_READ_THEN_WRITE_OK,3.550,0.000
