t_ns,signal,voltage,value
20855000,SWCLK,3.300,
20855000,SWDIO_SAMPLE_T,3.420,6.000
20860000,SWCLK,0.000,
20865000,SWCLK,3.300,
20865000,SWDIO_SAMPLE_T,3.420,7.000
20870000,SWCLK,0.000,
20870000,SWDIO,3.300,
20875000,SWCLK,3.300,
20875000,SWDIO_SAMPLE_T,3.420,8.000
20880000,SWCLK,0.000,
20885000,SWCLK,3.300,
20885000,SWDIO_SAMPLE_T,3.420,9.000
20890000,SWCLK,0.000,
20895000,SWCLK,3.300,
20895000,SWDIO_SAMPLE_T,3.420,10.000
20900000,SWCLK,0.000,
20905000,SWCLK,3.300,
20905000,SWDIO_SAMPLE_T,3.420,11.000
20910000,SWCLK,0.000,
20910000,SWDIO,0.000,
20915000,SWCLK,3.300,
20915000,SWDIO_SAMPLE_T,3.420,12.000
20920000,SWCLK,0.000,
20925000,SWCLK,3.300,
20925000,SWDIO_SAMPLE_T,3.420,13.000
20930000,SWCLK,0.000,
20930000,SWDIO,3.300,
20935000,SWCLK,3.300,
20935000,SWDIO_SAMPLE_T,3.420,14.000
20940000,SWCLK,0.000,
20945000,SWCLK,3.300,
20945000,SWDIO_SAMPLE_T,3.420,15.000
20950000,SWCLK,0.000,
20955000,SWCLK,3.300,
20955000,SWDIO_SAMPLE_T,3.420,16.000
20960000,SWCLK,0.000,
20965000,SWCLK,3.300,
20965000,SWDIO_SAMPLE_T,3.420,1.000
20970000,SWCLK,0.000,
20975000,SWCLK,3.300,
20975000,SWDIO_SAMPLE_T,3.420,2.000
20980000,SWCLK,0.000,
20985000,SWCLK,3.300,
20985000,SWDIO_SAMPLE_T,3.420,3.000
20990000,SWCLK,0.000,
20995000,SWCLK,3.300,
20995000,SWDIO_SAMPLE_T,3.420,4.000
21000000,SWCLK,0.000,
21005000,SWCLK,3.300,
21005000,SWDIO_SAMPLE_T,3.420,5.000
21010000,SWCLK,0.000,
21015000,SWCLK,3.300,
21015000,SWDIO_SAMPLE_T,3.420,6.000
21020000,SWCLK,0.000,
21025000,SWCLK,3.300,
21025000,SWDIO_SAMPLE_T,3.420,7.000
21030000,SWCLK,0.000,
21035000,SWCLK,3.300,
21035000,SWDIO_SAMPLE_T,3.420,8.000
21040000,SWCLK,0.000,
21045000,SWCLK,3.300,
21045000,SWDIO_SAMPLE_T,3.420,1.000
21050000,SWCLK,0.000,
21055000,SWCLK,3.300,
21055000,SWDIO_SAMPLE_T,3.420,2.000
21060000,SWCLK,0.000,
21065000,SWCLK,3.300,
21065000,SWDIO_SAMPLE_T,3.420,3.000
21070000,SWCLK,0.000,
21075000,SWCLK,3.300,
21075000,SWDIO_SAMPLE_T,3.420,4.000
21080000,SWCLK,0.000,
21085000,SWCLK,3.300,
21085000,SWDIO_SAMPLE_T,3.420,5.000
21090000,SWCLK,0.000,
21095000,SWCLK,3.300,
21095000,SWDIO_SAMPLE_T,3.420,6.000
21100000,SWCLK,0.000,
21105000,SWCLK,3.300,
21105000,SWDIO_SAMPLE_T,3.420,7.000
21110000,SWCLK,0.000,
21115000,SWCLK,3.300,
21115000,SWDIO_SAMPLE_T,3.420,8.000
21120000,SWCLK,0.000,
21125000,SWCLK,3.300,
21125000,SWDIO_SAMPLE_T,3.420,1.000
21130000,SWCLK,0.000,
21135000,SWCLK,3.300,
21135000,SWDIO_SAMPLE_T,3.420,2.000
21140000,SWCLK,0.000,
21145000,SWCLK,3.300,
21145000,SWDIO_SAMPLE_T,3.420,3.000
21150000,SWCLK,0.000,
21155000,SWCLK,3.300,
21155000,SWDIO_SAMPLE_T,3.420,4.000
21160000,SWCLK,0.000,
21165000,SWCLK,3.300,
21165000,SWDIO_SAMPLE_T,3.420,5.000
21170000,SWCLK,0.000,
21175000,SWCLK,3.300,
21175000,SWDIO_SAMPLE_T,3.420,6.000
21180000,SWCLK,0.000,
21185000,SWCLK,3.300,
21185000,SWDIO_SAMPLE_T,3.420,7.000
21190000,SWCLK,0.000,
21195000,SWCLK,3.300,
21195000,SWDIO_SAMPLE_T,3.420,8.000
21200000,SWCLK,0.000,
21205000,SWCLK,3.300,
21205000,SWDIO_SAMPLE_T,3.420,1.000
21210000,SWCLK,0.000,
21215000,SWCLK,3.300,
21215000,SWDIO_SAMPLE_T,3.420,2.000
21220000,SWCLK,0.000,
21225000,SWCLK,3.300,
21225000,SWDIO_SAMPLE_T,3.420,3.000
21230000,SWCLK,0.000,
21235000,SWCLK,3.300,
21235000,SWDIO_SAMPLE_T,3.420,4.000
21240000,SWCLK,0.000,
21245000,SWCLK,3.300,
21245000,SWDIO_SAMPLE_T,3.420,5.000
21250000,SWCLK,0.000,
21255000,SWCLK,3.300,
21255000,SWDIO_SAMPLE_T,3.420,6.000
21260000,SWCLK,0.000,
21265000,SWCLK,3.300,
21265000,SWDIO_SAMPLE_T,3.420,7.000
21270000,SWCLK,0.000,
21275000,SWCLK,3.300,
21275000,SWDIO_SAMPLE_T,3.420,8.000
21280000,SWCLK,0.000,
21285000,SWCLK,3.300,
21285000,SWDIO_SAMPLE_T,3.420,1.000
21290000,SWCLK,0.000,
21295000,SWCLK,3.300,
21295000,SWDIO_SAMPLE_T,3.420,2.000
21300000,SWCLK,0.000,
21305000,SWCLK,3.300,
21305000,SWDIO_SAMPLE_T,3.420,3.000
21310000,SWCLK,0.000,
21315000,SWCLK,3.300,
21315000,SWDIO_SAMPLE_T,3.420,4.000
21320000,SWCLK,0.000,
21325000,SWCLK,3.300,
21325000,SWDIO_SAMPLE_T,3.420,5.000
21330000,SWCLK,0.000,
21335000,SWCLK,3.300,
21335000,SWDIO_SAMPLE_T,3.420,6.000
21340000,SWCLK,0.000,
21345000,SWCLK,3.300,
21345000,SWDIO_SAMPLE_T,3.420,7.000
21350000,SWCLK,0.000,
21355000,SWCLK,3.300,
21355000,SWDIO_SAMPLE_T,3.420,8.000
21360000,SWCLK,0.000,
21365000,SWCLK,3.300,
21365000,SWDIO_SAMPLE_T,3.420,1.000
21370000,SWCLK,0.000,
21375000,SWCLK,3.300,
21375000,SWDIO_SAMPLE_T,3.420,2.000
21380000,SWCLK,0.000,
21385000,SWCLK,3.300,
21385000,SWDIO_SAMPLE_T,3.420,3.000
21390000,SWCLK,0.000,
21395000,SWCLK,3.300,
21395000,SWDIO_SAMPLE_T,3.420,4.000
21400000,SWCLK,0.000,
21405000,SWCLK,3.300,
21405000,SWDIO_SAMPLE_T,3.420,5.000
21410000,SWCLK,0.000,
21415000,SWCLK,3.300,
21415000,SWDIO_SAMPLE_T,3.420,6.000
21420000,SWCLK,0.000,
21425000,SWCLK,3.300,
21430000,SWCLK,0.000,
21435000,SWCLK,3.300,
21440000,SWCLK,0.000,
21445000,SWCLK,3.300,
21450000,SWCLK,0.000,
21455000,SWCLK,3.300,
21460000,SWCLK,0.000,
21465000,SWCLK,3.300,
21470000,SWCLK,0.000,
21475000,SWCLK,3.300,
21480000,SWCLK,0.000,
21485000,SWCLK,3.300,
21490000,SWCLK,0.000,
21495000,SWCLK,3.300,
21500000,SWCLK,0.000,
21505000,SWCLK,3.300,
21510000,SWCLK,0.000,
21515000,SWCLK,3.300,
21520000,SWCLK,0.000,
21525000,SWCLK,3.300,
21530000,SWCLK,0.000,
21535000,SWCLK,3.300,
21540000,SWCLK,0.000,
21545000,SWCLK,3.300,
21550000,SWCLK,0.000,
21555000,SWCLK,3.300,
21560000,SWCLK,0.000,
21565000,SWCLK,3.300,
21570000,SWCLK,0.000,
21575000,SWCLK,3.300,
21580000,SWCLK,0.000,
21585000,SWCLK,3.300,
21590000,SWCLK,0.000,
21595000,SWCLK,3.300,
21600000,SWCLK,0.000,
21605000,SWCLK,3.300,
21610000,SWCLK,0.000,
21615000,SWCLK,3.300,
21620000,SWCLK,0.000,
21625000,SWCLK,3.300,
21630000,SWCLK,0.000,
21635000,SWCLK,3.300,
21640000,SWCLK,0.000,
21645000,SWCLK,3.300,
21650000,SWCLK,0.000,
21655000,SWCLK,3.300,
21660000,SWCLK,0.000,
21665000,SWCLK,3.300,
21670000,SWCLK,0.000,
21675000,SWCLK,3.300,
21680000,SWCLK,0.000,
21685000,SWCLK,3.300,
21690000,SWCLK,0.000,
21695000,SWCLK,3.300,
21700000,SWCLK,0.000,
21705000,SWCLK,3.300,
21710000,SWCLK,0.000,
21715000,SWCLK,3.300,
21720000,SWCLK,0.000,
21725000,SWCLK,3.300,
21730000,SWCLK,0.000,
21735000,SWCLK,3.300,
21740000,SWCLK,0.000,
21745000,SWCLK,3.300,
21750000,SWCLK,0.000,
21755000,SWCLK,3.300,
21760000,SWCLK,0.000,
21765000,SWCLK,3.300,
21770000,SWCLK,0.000,
21775000,SWCLK,3.300,
21780000,SWCLK,0.000,
21785000,SWCLK,3.300,
21790000,SWCLK,0.000,
21795000,SWCLK,3.300,
21800000,SWCLK,0.000,
21805000,SWCLK,3.300,
21810000,SWCLK,0.000,
21815000,SWCLK,3.300,
21820000,SWCLK,0.000,
21825000,SWCLK,3.300,
21830000,SWCLK,0.000,
21835000,SWCLK,3.300,
21840000,SWCLK,0.000,
21845000,SWCLK,3.300,
21850000,SWCLK,0.000,
21855000,SWCLK,3.300,
21860000,SWCLK,0.000,
21865000,SWCLK,3.300,
21870000,SWCLK,0.000,
21875000,SWCLK,3.300,
21880000,SWCLK,0.000,
21885000,SWCLK,3.300,
21890000,SWCLK,0.000,
21895000,SWCLK,3.300,
21900000,SWCLK,0.000,
21905000,SWCLK,3.300,
21910000,SWCLK,0.000,
21915000,SWCLK,3.300,
21920000,SWCLK,0.000,
21920000,STEP_0_IDCODE_READ,3.550,0.000
21920000,SWDIO,0.000,
21925000,SWCLK,3.300,
21925000,SWDIO_SAMPLE_T,3.420,0.000
21930000,SWCLK,0.000,
21935000,SWCLK,3.300,
21935000,SWDIO_SAMPLE_T,3.420,0.000
21940000,SWCLK,0.000,
21940000,SWDIO,3.300,
21945000,SWCLK,3.300,
21945000,SWDIO_SAMPLE_T,3.420,1.000
21950000,SWCLK,0.000,
21950000,SWDIO,0.000,
21955000,SWCLK,3.300,
21955000,SWDIO_SAMPLE_T,3.420,2.000
21960000,SWCLK,0.000,
21960000,SWDIO,3.300,
21965000,SWCLK,3.300,
21965000,SWDIO_SAMPLE_T,3.420,3.000
21970000,SWCLK,0.000,
21970000,SWDIO,0.000,
21975000,SWCLK,3.300,
21975000,SWDIO_SAMPLE_T,3.420,4.000
21980000,SWCLK,0.000,
21985000,SWCLK,3.300,
21985000,SWDIO_SAMPLE_T,3.420,5.000
21990000,SWCLK,0.000,
21990000,SWDIO,3.300,
21995000,SWCLK,3.300,
21995000,SWDIO_SAMPLE_T,3.420,6.000
22000000,SWCLK,0.000,
22000000,SWDIO,0.000,
22005000,SWCLK,3.300,
22005000,SWDIO_SAMPLE_T,3.420,7.000
22010000,SWCLK,0.000,
22010000,SWDIO,3.300,
22015000,SWCLK,3.300,
22015000,SWDIO_SAMPLE_T,3.420,8.000
22020000,SWCLK,0.000,
22020000,SWDIO,3.100,
22025000,SWCLK,3.300,
22025000,STEP_PHASE_SendAck_Read,3.550,3.000
22025000,SWDIO,3.200,
22030000,SWCLK,0.000,
22030000,SWDIO_SAMPLE_H,3.420,1.000
22035000,SWCLK,3.300,
22035000,SWDIO,0.100,
22040000,SWCLK,0.000,
22040000,SWDIO_SAMPLE_H,3.420,2.000
22045000,SWCLK,3.300,
22050000,SWCLK,0.000,
22050000,SWDIO_SAMPLE_H,3.420,3.000
22055000,SWCLK,3.300,
22055000,STEP_PHASE_SendData_Read,3.550,5.000
22055000,SWDIO,3.200,
22060000,SWCLK,0.000,
22060000,SWDIO_SAMPLE_H,3.420,1.000
22065000,SWCLK,3.300,
22070000,SWCLK,0.000,
22070000,SWDIO_SAMPLE_H,3.420,2.000
22075000,SWCLK,3.300,
22080000,SWCLK,0.000,
22080000,SWDIO_SAMPLE_H,3.420,3.000
22085000,SWCLK,3.300,
22085000,SWDIO,0.100,
22090000,SWCLK,0.000,
22090000,SWDIO_SAMPLE_H,3.420,4.000
22095000,SWCLK,3.300,
22095000,SWDIO,3.200,
22100000,SWCLK,0.000,
22100000,SWDIO_SAMPLE_H,3.420,5.000
22105000,SWCLK,3.300,
22110000,SWCLK,0.000,
22110000,SWDIO_SAMPLE_H,3.420,6.000
22115000,SWCLK,3.300,
22120000,SWCLK,0.000,
22120000,SWDIO_SAMPLE_H,3.420,7.000
22125000,SWCLK,3.300,
22125000,SWDIO,0.100,
22130000,SWCLK,0.000,
22130000,SWDIO_SAMPLE_H,3.420,8.000
22135000,SWCLK,3.300,
22140000,SWCLK,0.000,
22140000,SWDIO_SAMPLE_H,3.420,9.000
22145000,SWCLK,3.300,
22150000,SWCLK,0.000,
22150000,SWDIO_SAMPLE_H,3.420,10.000
22155000,SWCLK,3.300,
22155000,SWDIO,3.200,
22160000,SWCLK,0.000,
22160000,SWDIO_SAMPLE_H,3.420,11.000
22165000,SWCLK,3.300,
22165000,SWDIO,0.100,
22170000,SWCLK,0.000,
22170000,SWDIO_SAMPLE_H,3.420,12.000
22175000,SWCLK,3.300,
22175000,SWDIO,3.200,
22180000,SWCLK,0.000,
22180000,SWDIO_SAMPLE_H,3.420,13.000
22185000,SWCLK,3.300,
22185000,SWDIO,0.100,
22190000,SWCLK,0.000,
22190000,SWDIO_SAMPLE_H,3.420,14.000
22195000,SWCLK,3.300,
22200000,SWCLK,0.000,
22200000,SWDIO_SAMPLE_H,3.420,15.000
22205000,SWCLK,3.300,
22210000,SWCLK,0.000,
22210000,SWDIO_SAMPLE_H,3.420,16.000
22215000,SWCLK,3.300,
22215000,SWDIO,3.200,
22220000,SWCLK,0.000,
22220000,SWDIO_SAMPLE_H,3.420,17.000
22225000,SWCLK,3.300,
22225000,SWDIO,0.100,
22230000,SWCLK,0.000,
22230000,SWDIO_SAMPLE_H,3.420,18.000
22235000,SWCLK,3.300,
22240000,SWCLK,0.000,
22240000,SWDIO_SAMPLE_H,3.420,19.000
22245000,SWCLK,3.300,
22250000,SWCLK,0.000,
22250000,SWDIO_SAMPLE_H,3.420,20.000
22255000,SWCLK,3.300,
22260000,SWCLK,0.000,
22260000,SWDIO_SAMPLE_H,3.420,21.000
22265000,SWCLK,3.300,
22270000,SWCLK,0.000,
22270000,SWDIO_SAMPLE_H,3.420,22.000
22275000,SWCLK,3.300,
22275000,SWDIO,3.200,
22280000,SWCLK,0.000,
22280000,SWDIO_SAMPLE_H,3.420,23.000
22285000,SWCLK,3.300,
22290000,SWCLK,0.000,
22290000,SWDIO_SAMPLE_H,3.420,24.000
22295000,SWCLK,3.300,
22300000,SWCLK,0.000,
22300000,SWDIO_SAMPLE_H,3.420,25.000
22305000,SWCLK,3.300,
22310000,SWCLK,0.000,
22310000,SWDIO_SAMPLE_H,3.420,26.000
22315000,SWCLK,3.300,
22315000,SWDIO,0.100,
22320000,SWCLK,0.000,
22320000,SWDIO_SAMPLE_H,3.420,27.000
22325000,SWCLK,3.300,
22325000,SWDIO,3.200,
22330000,SWCLK,0.000,
22330000,SWDIO_SAMPLE_H,3.420,28.000
22335000,SWCLK,3.300,
22335000,SWDIO,0.100,
22340000,SWCLK,0.000,
22340000,SWDIO_SAMPLE_H,3.420,29.000
22345000,SWCLK,3.300,
22350000,SWCLK,0.000,
22350000,SWDIO_SAMPLE_H,3.420,30.000
22355000,SWCLK,3.300,
22360000,SWCLK,0.000,
22360000,SWDIO_SAMPLE_H,3.420,31.000
22365000,SWCLK,3.300,
22370000,SWCLK,0.000,
22370000,SWDIO_SAMPLE_H,3.420,32.000
22375000,SWCLK,3.300,
22375000,STEP_PHASE_SendParity_Read,3.550,6.000
22380000,SWCLK,0.000,
22380000,SWDIO_SAMPLE_H,3.420,33.000
22385000,SWCLK,3.300,
22385000,STEP_PHASE_TurnaroundToHost_Read,3.550,7.000
22385000,SWDIO,3.100,
22390000,SWCLK,0.000,
22395000,SWCLK,3.300,
22400000,SWCLK,0.000,
22400000,STEP_PHASE_CollectRequest,3.550,2.000
22400000,SWDIO,3.300,
22400000,SWDIO,0.000,
22405000,SWCLK,3.300,
22405000,SWDIO_SAMPLE_T,3.420,0.000
22410000,SWCLK,0.000,
22415000,SWCLK,3.300,
22415000,SWDIO_SAMPLE_T,3.420,0.000
22420000,SWCLK,0.000,
22425000,SWCLK,3.300,
22425000,SWDIO_SAMPLE_T,3.420,0.000
22430000,SWCLK,0.000,
22435000,SWCLK,3.300,
22435000,SWDIO_SAMPLE_T,3.420,0.000
22440000,SWCLK,0.000,
22445000,SWCLK,3.300,
22445000,SWDIO_SAMPLE_T,3.420,0.000
22450000,SWCLK,0.000,
22455000,SWCLK,3.300,
22455000,SWDIO_SAMPLE_T,3.420,0.000
22460000,SWCLK,0.000,
22465000,SWCLK,3.300,
22465000,SWDIO_SAMPLE_T,3.420,0.000
22470000,SWCLK,0.000,
22475000,SWCLK,3.300,
22475000,SWDIO_SAMPLE_T,3.420,0.000
22480000,SWCLK,0.000,
22480000,STEP_1_ERASE_BEGIN,3.550,0.000
42480000,SWDIO,3.300,
42485000,SWCLK,3.300,
42485000,SWDIO_SAMPLE_T,3.420,1.000
42490000,SWCLK,0.000,
42495000,SWCLK,3.300,
42495000,SWDIO_SAMPLE_T,3.420,2.000
42500000,SWCLK,0.000,
42505000,SWCLK,3.300,
42505000,SWDIO_SAMPLE_T,3.420,3.000
42510000,SWCLK,0.000,
42515000,SWCLK,3.300,
42515000,SWDIO_SAMPLE_T,3.420,4.000
42520000,SWCLK,0.000,
42525000,SWCLK,3.300,
42525000,SWDIO_SAMPLE_T,3.420,5.000
42530000,SWCLK,0.000,
42535000,SWCLK,3.300,
42535000,SWDIO_SAMPLE_T,3.420,6.000
42540000,SWCLK,0.000,
42545000,SWCLK,3.300,
42545000,SWDIO_SAMPLE_T,3.420,7.000
42550000,SWCLK,0.000,
42555000,SWCLK,3.300,
42555000,SWDIO_SAMPLE_T,3.420,8.000
42560000,SWCLK,0.000,
42565000,SWCLK,3.300,
42565000,SWDIO_SAMPLE_T,3.420,1.000
42570000,SWCLK,0.000,
42575000,SWCLK,3.300,
42575000,SWDIO_SAMPLE_T,3.420,2.000
42580000,SWCLK,0.000,
42585000,SWCLK,3.300,
42585000,SWDIO_SAMPLE_T,3.420,3.000
42590000,SWCLK,0.000,
42595000,SWCLK,3.300,
42595000,SWDIO_SAMPLE_T,3.420,4.000
42600000,SWCLK,0.000,
42605000,SWCLK,3.300,
42605000,SWDIO_SAMPLE_T,3.420,5.000
42610000,SWCLK,0.000,
42615000,SWCLK,3.300,
42615000,SWDIO_SAMPLE_T,3.420,6.000
42620000,SWCLK,0.000,
42625000,SWCLK,3.300,
42625000,SWDIO_SAMPLE_T,3.420,7.000
42630000,SWCLK,0.000,
42635000,SWCLK,3.300,
42635000,SWDIO_SAMPLE_T,3.420,8.000
42640000,SWCLK,0.000,
42645000,SWCLK,3.300,
42645000,SWDIO_SAMPLE_T,3.420,1.000
42650000,SWCLK,0.000,
42655000,SWCLK,3.300,
42655000,SWDIO_SAMPLE_T,3.420,2.000
42660000,SWCLK,0.000,
42665000,SWCLK,3.300,
42665000,SWDIO_SAMPLE_T,3.420,3.000
42670000,SWCLK,0.000,
42675000,SWCLK,3.300,
42675000,SWDIO_SAMPLE_T,3.420,4.000
42680000,SWCLK,0.000,
42685000,SWCLK,3.300,
42685000,SWDIO_SAMPLE_T,3.420,5.000
42690000,SWCLK,0.000,
42695000,SWCLK,3.300,
42695000,SWDIO_SAMPLE_T,3.420,6.000
42700000,SWCLK,0.000,
42705000,SWCLK,3.300,
42705000,SWDIO_SAMPLE_T,3.420,7.000
42710000,SWCLK,0.000,
42715000,SWCLK,3.300,
42715000,SWDIO_SAMPLE_T,3.420,8.000
42720000,SWCLK,0.000,
42725000,SWCLK,3.300,
42725000,SWDIO_SAMPLE_T,3.420,1.000
42730000,SWCLK,0.000,
42735000,SWCLK,3.300,
42735000,SWDIO_SAMPLE_T,3.420,2.000
42740000,SWCLK,0.000,
42745000,SWCLK,3.300,
42745000,SWDIO_SAMPLE_T,3.420,3.000
42750000,SWCLK,0.000,
42755000,SWCLK,3.300,
42755000,SWDIO_SAMPLE_T,3.420,4.000
42760000,SWCLK,0.000,
42765000,SWCLK,3.300,
42765000,SWDIO_SAMPLE_T,3.420,5.000
42770000,SWCLK,0.000,
42775000,SWCLK,3.300,
42775000,SWDIO_SAMPLE_T,3.420,6.000
42780000,SWCLK,0.000,
42785000,SWCLK,3.300,
42785000,SWDIO_SAMPLE_T,3.420,7.000
42790000,SWCLK,0.000,
42795000,SWCLK,3.300,
42795000,SWDIO_SAMPLE_T,3.420,8.000
42800000,SWCLK,0.000,
42805000,SWCLK,3.300,
42805000,SWDIO_SAMPLE_T,3.420,1.000
42810000,SWCLK,0.000,
42815000,SWCLK,3.300,
42815000,SWDIO_SAMPLE_T,3.420,2.000
42820000,SWCLK,0.000,
42825000,SWCLK,3.300,
42825000,SWDIO_SAMPLE_T,3.420,3.000
42830000,SWCLK,0.000,
42835000,SWCLK,3.300,
42835000,SWDIO_SAMPLE_T,3.420,4.000
42840000,SWCLK,0.000,
42845000,SWCLK,3.300,
42845000,SWDIO_SAMPLE_T,3.420,5.000
42850000,SWCLK,0.000,
42855000,SWCLK,3.300,
42855000,SWDIO_SAMPLE_T,3.420,6.000
42860000,SWCLK,0.000,
42865000,SWCLK,3.300,
42865000,SWDIO_SAMPLE_T,3.420,7.000
42870000,SWCLK,0.000,
42875000,SWCLK,3.300,
42875000,SWDIO_SAMPLE_T,3.420,8.000
42880000,SWCLK,0.000,
42885000,SWCLK,3.300,
42885000,SWDIO_SAMPLE_T,3.420,1.000
42890000,SWCLK,0.000,
42895000,SWCLK,3.300,
42895000,SWDIO_SAMPLE_T,3.420,2.000
42900000,SWCLK,0.000,
42905000,SWCLK,3.300,
42905000,SWDIO_SAMPLE_T,3.420,3.000
42910000,SWCLK,0.000,
42915000,SWCLK,3.300,
